start_epoch_time,end_epoch_time,epoch,train_loss,val_loss
2025-06-23 09:48:02,2025-06-23 09:48:10,1,0.07122693210840225,0.10517557710409164
2025-06-23 09:48:14,2025-06-23 09:48:19,2,0.062446605414152145,0.10389143228530884
2025-06-23 09:48:23,2025-06-23 09:48:28,3,0.05666765943169594,0.07781826704740524
2025-06-23 09:48:33,2025-06-23 09:48:38,4,0.04568478465080261,0.0659242570400238
2025-06-23 09:48:42,2025-06-23 09:48:47,5,0.0414155051112175,0.06388283520936966
2025-06-23 09:48:51,2025-06-23 09:48:56,6,0.03785032033920288,0.057134002447128296
2025-06-23 09:49:00,2025-06-23 09:49:05,7,0.03611951321363449,0.05630920082330704
2025-06-23 09:49:09,2025-06-23 09:49:15,8,0.034750036895275116,0.05446618050336838
2025-06-23 09:49:18,2025-06-23 09:49:23,9,0.033277835696935654,0.06127065420150757
2025-06-23 09:49:27,2025-06-23 09:49:32,10,0.032828543335199356,0.056947819888591766
2025-06-23 09:49:36,2025-06-23 09:49:41,11,0.03160850331187248,0.059926196932792664
2025-06-23 09:49:45,2025-06-23 09:49:51,12,0.03099624440073967,0.05852232128381729
2025-06-23 09:49:54,2025-06-23 09:49:59,13,0.030931759625673294,0.05893362686038017
2025-06-23 09:50:03,2025-06-23 09:50:08,14,0.03021620586514473,0.0593135766685009
2025-06-23 09:50:12,2025-06-23 09:50:18,15,0.02964264526963234,0.05744325742125511
2025-06-23 09:50:22,2025-06-23 09:50:27,16,0.028993962332606316,0.0564119890332222
2025-06-23 09:50:31,2025-06-23 09:50:36,17,0.028533823788166046,0.05417388305068016
2025-06-23 09:50:40,2025-06-23 09:50:45,18,0.028184160590171814,0.055868782103061676
2025-06-23 09:50:49,2025-06-23 09:50:54,19,0.028226526454091072,0.05600881204009056
2025-06-23 09:50:58,2025-06-23 09:51:03,20,0.027690479531884193,0.05767859145998955
