time,prcp,pres,snow,tavg,tmax,tmin,tsun,wdir,wpgt,wspd
2016-10-18,1.4,1022.525,,11.5,13.725,9.9,,85.0,,6.1333
2016-10-19,9.95,1019.725,,11.375,14.15,9.7,,97.25,,6.025
2016-10-20,31.65,1015.4,,8.75,11.125,7.575,,160.75,,10.85
2016-10-21,2.25,1014.875,,8.075,10.425,5.2,,181.6667,,10.8
2016-10-22,0.0,1017.425,,7.725,13.975,3.025,,104.5,,7.9667
2016-10-23,0.3,1018.675,,10.125,14.95,5.475,,220.0,,5.6333
2016-10-24,6.45,1020.625,,14.75,16.7,11.475,,225.0,,10.3
2016-10-25,16.9,1021.125,,17.475,20.075,14.95,,237.6667,,10.65
2016-10-26,5.95,1023.6,,14.975,17.3,13.175,,56.0,,7.0
2016-10-27,0.0,1029.5,,11.225,14.275,7.85,,81.6667,,8.0333
2016-10-28,0.0,1033.475,,9.175,13.95,5.525,,102.0,,6.3667
2016-10-29,0.0,1029.025,,9.975,18.625,5.45,,161.0,,3.3
2016-10-30,0.0,1027.05,,9.6,16.375,5.075,,154.3333,,6.1
2016-10-31,0.0,1028.25,,9.325,14.75,5.125,,113.3333,,8.0
2016-11-01,0.0,1024.125,,8.325,15.8,3.375,,173.5,,3.5667
2016-11-02,0.45,1015.175,,10.975,15.05,6.95,,266.0,,5.9333
2016-11-03,0.1,1019.8,,8.05,11.35,3.6,,118.0,,11.2667
2016-11-04,0.0,1021.95,,5.05,10.875,1.175,,95.3333,,8.0667
2016-11-05,28.5,1010.625,,9.0,14.35,2.975,,119.3333,,6.9333
2016-11-06,21.1,997.45,,14.25,17.8,8.625,,155.5,,11.075
2016-11-07,36.6,1006.525,,6.75,10.55,4.85,,140.5,,7.175
2016-11-08,1.55,1009.4,,4.725,6.5,3.575,,58.5,,11.975
2016-11-09,0.9,1009.85,,4.525,9.0,2.225,,151.6667,,8.6667
2016-11-10,0.05,1011.475,,5.5,10.175,2.6,,245.3333,,5.45
2016-11-11,15.55,1012.55,,5.3,8.55,2.225,,236.6667,,7.475
2016-11-12,0.3,1016.15,,5.45,8.7,2.375,,227.5,,11.425
2016-11-13,0.05,1025.575,,2.9,6.9,-0.425,,52.0,,8.4333
2016-11-14,0.0,1031.25,,2.875,5.45,0.35,,27.5,,19.45
2016-11-15,0.0,1033.25,,1.225,6.15,-2.35,,156.5,,11.2333
2016-11-16,0.0,1025.25,,4.55,8.775,0.475,,198.0,,4.0
2016-11-17,0.0,1019.5,,8.525,13.575,4.25,,291.0,,7.8333
2016-11-18,8.9,1016.175,,11.35,13.075,7.6,,211.0,,9.0
2016-11-19,28.65,1013.05,,12.1,14.575,9.825,,105.25,,6.4
2016-11-20,5.7,1016.95,,10.95,14.95,7.9,,146.5,,4.9
2016-11-21,9.65,1017.85,,12.55,15.475,10.45,,232.0,,5.8667
2016-11-22,0.1,1019.775,,12.375,17.3,9.125,,126.0,,5.8333
2016-11-23,0.05,1022.0,,13.5,17.05,10.4,,,,0.2
2016-11-24,0.25,1019.975,,13.3,17.05,9.95,,175.0,,7.6333
2016-11-25,3.05,1018.075,,11.15,12.55,10.125,,63.5,,5.6667
2016-11-26,2.85,1017.15,,9.55,11.2,8.625,,94.5,,6.5333
2016-11-27,1.15,1013.4,,9.675,11.475,7.925,,85.5,,3.9333
2016-11-28,0.1,1020.1,,4.525,8.925,0.15,,73.75,,12.975
2016-11-29,0.0,1031.675,,0.5,4.9,-2.825,,74.5,,7.625
2016-11-30,0.0,1032.125,,0.125,6.425,-4.15,,228.5,,3.6333
2016-12-01,0.0,1022.425,,0.95,7.5,-2.425,,201.3333,,3.5667
2016-12-02,0.0,1015.875,,2.75,8.35,-1.9,,161.6667,,4.625
2016-12-03,0.0,1024.8,,2.65,6.55,-0.425,,200.0,,9.8333
2016-12-04,0.0,1029.75,,1.4,6.225,-2.05,,67.6667,,8.8
2016-12-05,0.0,1030.525,,2.775,7.525,-0.15,,159.5,,6.4
2016-12-06,0.0,1030.525,,1.4,8.95,-2.625,,97.0,,3.4333
2016-12-07,0.0,1037.975,,0.7,5.05,-1.575,,270.5,,7.8
2016-12-08,0.0,1037.125,,-0.175,4.3,-2.375,,66.0,,2.9
2016-12-09,0.0,1031.75,,1.7,10.05,-2.425,,169.0,,3.1
2016-12-10,0.0,1028.25,,1.1,8.8,-2.975,,222.0,,2.7333
2016-12-11,0.0,1020.375,,2.9,10.1,-2.4,,187.5,,2.8667
2016-12-12,0.0,1020.95,,4.2,10.7,0.8,,83.5,,3.7
2016-12-13,0.0,1029.975,,3.0,7.975,-0.775,,120.5,,7.0333
2016-12-14,0.0,1026.6,,2.85,8.95,-1.325,,82.0,,2.8667
2016-12-15,0.0,1029.775,,3.225,6.075,0.025,,60.0,,6.4
2016-12-16,0.0,1035.525,,2.525,4.175,-0.575,,72.0,,12.2
2016-12-17,0.0,1039.0,,0.2,7.025,-3.525,,193.0,,6.6
2016-12-18,0.0,1035.25,,-0.8,5.725,-4.375,,147.5,,3.1333
2016-12-19,0.0,1034.475,,0.525,1.975,-1.825,,80.0,,10.3667
2016-12-20,0.0,1032.625,,0.7,2.35,-0.55,,121.75,,9.65
2016-12-21,0.0,1034.25,,-0.425,1.25,-1.55,,116.75,,13.05
2016-12-22,0.0,1035.35,,-0.025,2.15,-1.2,,138.5,,6.75
2016-12-23,0.0,1035.925,,0.975,4.525,-1.625,,112.3333,,6.5667
2016-12-24,0.0,1031.575,,-0.15,3.2,-2.525,,75.0,,3.5
2016-12-25,0.0,1027.875,,0.725,3.95,-1.2,,296.0,,2.6667
2016-12-26,0.0,1027.675,,2.2,9.475,-1.6,,181.5,,2.8333
2016-12-27,0.0,1031.475,,4.6,11.6,0.15,,204.6667,,7.5667
2016-12-28,0.05,1033.575,,4.825,10.275,-0.275,,130.6667,,8.125
2016-12-29,0.0,1039.65,10.0,0.85,5.325,-3.175,,161.5,,9.55
2016-12-30,0.0,1040.125,,-1.9,4.0,-5.675,,176.0,,6.7333
2016-12-31,0.0,1034.825,,-1.825,5.625,-6.0,,223.5,,3.1333
2017-01-01,0.0,1025.825,,-1.8,6.575,-6.35,,123.0,,2.4333
2017-01-02,0.05,1019.575,,0.875,8.575,-5.575,,107.5,,4.1667
2017-01-03,0.0,1022.95,,0.975,5.75,-3.075,,123.0,,8.9
2017-01-04,0.0,1012.95,,-0.125,5.775,-4.9,,126.0,,4.6
2017-01-05,0.0,1015.925,,-0.35,4.525,-4.6,,18.6667,,12.1667
2017-01-06,0.0,1030.375,,-3.775,-1.35,-6.6,,28.0,,14.1
2017-01-07,0.0,1032.35,,-6.475,-1.725,-10.325,,83.75,,8.325
2017-01-08,0.0,1027.7,,-5.85,-2.65,-9.825,,129.6667,,5.2
2017-01-09,0.0,1025.3,10.0,-6.125,-0.675,-11.6,,157.3333,,5.05
2017-01-10,0.0,1020.7,10.0,-5.975,-2.425,-11.825,,80.5,,13.35
2017-01-11,0.0,1021.575,10.0,-8.225,-2.2,-14.6,,151.0,,10.2667
2017-01-12,3.5,1016.675,,-0.5,3.55,-6.875,,216.5,,9.0333
2017-01-13,42.6,1001.55,130.0,3.0,6.375,0.35,,148.5,,9.7667
2017-01-14,0.0,1008.3,150.0,-0.7,3.25,-3.3,,176.0,,3.6333
2017-01-15,0.0,1018.9,140.0,-2.15,2.425,-5.325,,155.75,,7.075
2017-01-16,0.0,1019.95,140.0,-2.525,0.075,-5.675,,162.3333,,14.2333
2017-01-17,0.0,1024.05,130.0,-0.425,1.5,-1.775,,67.25,,20.325
2017-01-18,0.0,1030.575,119.0,-0.625,0.425,-1.6,,61.25,,20.3
2017-01-19,0.0,1035.075,109.0,-1.575,2.65,-5.775,,72.0,,16.775
2017-01-20,0.0,1037.05,109.0,-5.25,0.925,-9.2,,39.0,,21.55
2017-01-21,0.0,1034.65,99.0,-4.75,2.65,-9.875,,149.5,,11.1
2017-01-22,0.0,1033.6,99.0,-4.75,0.525,-8.625,,148.5,,11.5
2017-01-23,0.0,1027.9,99.0,-4.3,-0.625,-7.625,,126.6667,,5.525
2017-01-24,0.0,1024.95,99.0,-3.575,-1.825,-5.7,,124.0,,13.6
2017-01-25,0.0,1029.25,89.0,-2.75,-0.8,-4.575,,94.25,,17.475
2017-01-26,0.0,1032.425,89.0,-1.275,0.45,-2.725,,111.25,,13.925
2017-01-27,0.0,1030.95,89.0,-2.125,3.1,-6.6,,104.6667,,7.2333
2017-01-28,0.0,1027.5,89.0,-3.675,0.6,-7.75,,155.3333,,4.4333
2017-01-29,0.0,1028.325,89.0,-3.825,-1.475,-5.425,,71.75,,4.625
2017-01-30,0.1,1026.25,89.0,-3.625,-2.025,-5.175,,114.6667,,4.9
2017-01-31,12.55,1021.925,89.0,-0.95,1.35,-3.6,,55.5,,4.0667
2017-02-01,23.2,1021.45,79.0,1.775,2.675,0.675,,43.5,,4.1
2017-02-02,1.5,1020.1,51.0,5.825,9.8,1.675,,280.5,,8.6
2017-02-03,8.1,1013.475,,8.6,11.225,6.0,,169.3333,,12.2667
2017-02-04,13.8,1008.25,,7.175,11.025,4.35,,201.0,,7.9333
2017-02-05,16.85,1007.75,,5.2,9.175,1.05,,204.5,,6.2667
2017-02-06,7.35,1007.1,,5.85,7.15,4.575,,94.3333,,15.6667
2017-02-07,0.0,1016.2,,4.725,6.925,3.575,,85.75,,8.55
2017-02-08,0.0,1021.7,,2.575,4.525,0.95,,77.0,,11.325
2017-02-09,0.0,1027.075,,0.675,1.75,-0.0,,62.0,,15.4
2017-02-10,0.25,1026.575,,1.375,2.4,0.65,,69.75,,11.625
2017-02-11,0.0,1026.75,10.0,2.275,4.0,0.825,,82.6667,,8.4333
2017-02-12,0.2,1030.175,,3.075,5.05,1.575,,193.3333,,4.5
2017-02-13,0.2,1033.825,,2.425,3.925,1.05,,66.0,,11.45
2017-02-14,0.0,1036.15,,2.1,8.75,-2.1,,211.3333,,7.9667
2017-02-15,0.0,1036.5,,2.525,11.35,-2.775,,162.0,,3.2
2017-02-16,0.0,1032.85,,3.475,12.075,-1.9,,132.0,,2.7667
2017-02-17,3.3,1025.1667,,4.05,11.8,-2.225,,69.5,,4.675
2017-02-18,2.05,1024.8,,5.75,10.15,2.075,,70.0,,5.5333
2017-02-19,0.0,1025.3333,,5.1,9.7,1.125,,234.0,,3.3667
2017-02-20,0.0,1023.2,,4.25,11.625,-0.525,,113.5,,4.05
2017-02-21,0.0,1017.525,,5.925,9.15,2.175,,227.3333,,6.5
2017-02-22,0.0,1016.5,,7.075,11.225,2.975,,256.6667,,8.8
2017-02-23,0.0,1012.3,,9.975,12.625,7.175,,254.0,,16.075
2017-02-24,19.65,1009.225,,8.5,11.8,3.025,,262.3333,,12.45
2017-02-25,7.0,1022.6667,20.0,4.725,9.675,0.9,,122.5,,8.4667
2017-02-26,0.0,1021.15,,4.5,11.45,-1.375,,273.0,,5.0
2017-02-27,0.0,1015.675,,6.95,13.95,1.025,,248.0,,8.4333
2017-02-28,8.2,1006.05,,10.7,13.15,8.175,,227.0,,13.1
2017-03-01,4.85,1008.3,10.0,6.575,11.55,1.675,,219.3333,,7.625
2017-03-02,0.0,1014.9,,7.225,13.85,0.875,,243.5,,7.5667
2017-03-03,0.0,1018.95,,8.9,13.95,4.125,,150.0,,5.3667
2017-03-04,6.95,1009.4,,11.5,14.775,7.95,,233.0,,11.8
2017-03-05,5.15,1008.425,,9.7,12.125,7.7,,221.3333,,10.175
2017-03-06,4.2,1005.475,,8.475,12.9,5.425,,146.0,,7.9333
2017-03-07,1.5,1007.5,,8.725,13.0,5.525,,60.0,,8.95
2017-03-08,0.0,1020.7,,8.1,14.375,2.1,,74.6667,,9.1333
2017-03-09,0.0,1019.25,,9.175,15.35,4.075,,243.0,,6.0333
2017-03-10,0.0,1017.475,,9.925,14.6,5.05,,213.6667,,15.5333
2017-03-11,0.0,1021.475,,8.35,13.4,3.425,,79.0,,7.825
2017-03-12,0.0,1018.7,,6.25,11.7,1.975,,167.0,,7.4333
2017-03-13,0.0,1023.8,,5.9,13.225,-0.025,,125.3333,,5.9
2017-03-14,0.0,1028.3,,7.35,15.85,0.3,,170.5,,3.2333
2017-03-15,0.0,1028.125,,8.575,16.075,1.975,,15.0,,3.7333
2017-03-16,0.0,1024.55,,8.775,16.975,1.75,,121.0,,3.5333
2017-03-17,0.0,1017.05,,10.2,19.1,2.325,,227.0,,5.1667
2017-03-18,0.0,1009.4,,11.1,16.325,5.55,,260.0,,8.05
2017-03-19,0.0,1010.925,,10.8,16.15,6.025,,133.5,,4.6
2017-03-20,0.0,1011.95,,12.825,19.675,6.65,,227.0,,6.475
2017-03-21,0.0,1011.2,,12.75,18.375,7.075,,243.0,,5.75
2017-03-22,0.0,1012.475,,11.95,15.825,7.575,,239.5,,6.6
2017-03-23,0.0,1016.925,,13.0,19.45,7.275,,238.0,,7.1
2017-03-24,0.0,1022.625,,12.925,19.425,6.475,,70.5,,5.5333
2017-03-25,0.0,1023.725,,11.5,17.95,6.425,,90.25,,7.45
2017-03-26,0.0,1020.6667,,8.025,13.35,4.25,,99.0,,8.8667
2017-03-27,0.0,1026.3,,7.85,15.8,0.75,,65.5,,6.225
2017-03-28,0.0,1024.375,,10.25,19.825,1.65,,95.5,,3.8
2017-03-29,0.0,1023.625,,12.8,22.825,3.2,,250.0,,3.9
2017-03-30,0.0,1025.75,,13.8,21.8,5.85,,207.5,,4.0333
2017-03-31,0.0,1023.275,,14.1,22.075,6.275,,157.5,,4.9667
2017-04-01,0.0,1016.35,,14.2,21.925,5.775,,219.5,,7.0667
2017-04-02,0.0,1016.475,,14.45,22.25,7.1,,219.5,,5.2667
2017-04-03,0.0,1017.575,,15.15,24.275,6.4,,230.0,,6.8
2017-04-04,9.05,1017.275,10.0,13.975,21.425,8.5,,89.3333,,10.9667
2017-04-05,0.05,1017.6,,13.2,17.55,9.775,,136.5,,6.5333
2017-04-06,1.8,1017.05,,11.55,15.475,7.95,,93.6667,,6.925
2017-04-07,0.15,1019.55,,10.625,16.625,5.325,,161.5,,5.6333
2017-04-08,0.0,1021.525,,13.425,20.425,6.05,,62.0,,4.4667
2017-04-09,0.0,1024.75,,14.675,20.9,9.725,,64.0,,3.9667
2017-04-10,0.0,1020.25,,14.775,23.125,6.6,,228.5,,5.1
2017-04-11,9.0,1018.125,,13.175,18.825,8.675,,105.0,,6.525
2017-04-12,0.0,1020.025,,11.825,17.975,6.45,,152.5,,9.2
2017-04-13,0.0,1011.75,,14.1,20.45,8.425,,84.0,,4.7667
2017-04-14,4.5,1013.875,,15.025,20.875,10.0,,114.6667,,7.075
2017-04-15,3.4,1014.825,10.0,12.925,16.05,10.525,,174.5,,6.2333
2017-04-16,9.15,1014.0,,11.925,17.5,8.325,,124.5,,6.1667
2017-04-17,2.25,1015.65,,9.775,15.05,4.875,,213.0,,6.6667
2017-04-18,7.65,1014.15,,6.8,10.075,3.6,,88.6667,,8.6333
2017-04-19,0.0,1017.3,,5.95,9.1,1.975,,240.0,,16.3333
2017-04-20,0.0,1024.425,,7.0,11.0,2.525,,258.0,,17.5
2017-04-21,0.0,1028.725,,6.775,13.825,-0.675,,197.75,,6.2
2017-04-22,0.0,1021.1,,9.875,17.2,1.2,,277.0,,4.5333
2017-04-23,0.0,1019.8,,9.425,13.75,5.75,,151.0,,7.6667
2017-04-24,0.05,1020.175,,11.025,15.8,6.675,,228.0,,9.4667
2017-04-25,0.5,1012.825,,14.45,17.8,10.6,,228.6667,,13.375
2017-04-26,4.25,1009.575,,14.625,17.3,12.55,,197.0,,11.6
2017-04-27,46.6,1008.8,,12.6,15.725,9.85,,68.0,,7.7
2017-04-28,28.0,1007.4,10.0,10.225,14.35,8.775,,125.25,,7.975
2017-04-29,0.0,1016.925,,9.825,15.225,4.75,,52.3333,,7.7333
2017-04-30,0.0,1017.525,,10.525,16.65,3.025,,51.6667,,6.9
2017-05-01,0.15,1013.2,,13.375,19.125,8.65,,111.0,,6.4333
2017-05-02,0.0,1015.85,,13.55,18.725,8.65,,217.5,,7.2667
2017-05-03,0.0,1018.075,,12.1,18.05,6.475,,58.5,,4.2333
2017-05-04,1.4,1015.625,,12.55,18.425,7.15,,233.0,,6.1667
2017-05-05,0.55,1016.1,,11.975,15.725,8.85,,178.0,,3.8667
2017-05-06,4.85,1014.45,,13.7,20.675,6.55,,219.0,,7.9667
2017-05-07,3.6,1008.5,,14.175,19.0,10.7,,274.6667,,6.1
2017-05-08,1.4,1009.9,,14.65,20.75,9.45,,266.0,,4.7667
2017-05-09,1.2,1011.4667,,12.75,16.4,9.625,,76.5,,9.375
2017-05-10,0.0,1013.85,,11.2,16.875,6.6,,119.6667,,9.15
2017-05-11,3.2,1009.275,,15.15,19.175,9.375,,236.3333,,10.2
2017-05-12,0.9,1005.9,,18.375,22.7,14.3,,235.6667,,10.025
2017-05-13,0.4,1011.4,,17.475,21.525,13.175,,214.5,,5.5
2017-05-14,9.35,1019.1,,17.55,23.35,12.2,,323.0,,4.5333
2017-05-15,0.15,1025.2,,16.85,20.375,13.8,,278.0,,7.8333
2017-05-16,0.0,1026.825,,18.375,24.675,11.025,,76.5,,5.7333
2017-05-17,0.0,1023.675,,18.925,23.65,14.275,,66.0,,6.3667
2017-05-18,0.0,1017.925,,18.425,25.35,10.575,,168.0,,5.8
2017-05-19,0.0,1013.025,,19.325,25.975,11.0,,218.5,,9.4
2017-05-20,22.7,1014.825,,16.625,20.575,13.3,,143.0,,7.7
2017-05-21,0.0,1019.0,,17.75,22.65,12.85,,169.0,,10.7
2017-05-22,0.25,1018.325,,18.375,25.375,11.05,,179.5,,6.0333
2017-05-23,1.05,1016.575,,19.425,25.6,13.775,,256.0,,6.1333
2017-05-24,1.3,1016.875,,18.3,23.475,13.675,,269.5,,5.1667
2017-05-25,1.0,1018.45,,16.95,21.475,11.65,,75.0,,7.65
2017-05-26,0.0,1019.15,,17.4,23.35,10.15,,72.3333,,5.6667
2017-05-27,0.0,1020.05,,19.475,25.925,12.65,,111.0,,5.1667
2017-05-28,0.0,1021.9,,20.25,26.15,13.55,,71.5,,4.8333
2017-05-29,0.0,1017.5667,,20.875,27.725,12.65,,153.0,,5.1
2017-05-30,0.0,1014.8,,22.25,29.425,15.15,,196.0,,3.5
2017-05-31,0.0,1017.375,,22.325,28.975,17.45,,216.0,,5.975
2017-06-01,0.0,1018.575,,21.85,27.375,16.775,,88.0,,5.85
2017-06-02,0.0,1017.275,,21.5,28.15,16.575,,131.5,,4.8667
2017-06-03,1.95,1014.825,,21.85,27.95,16.35,,211.0,,4.4667
2017-06-04,0.0,1011.65,,22.35,28.6,16.4,,152.3333,,10.3333
2017-06-05,0.0,1013.975,,20.65,25.875,16.95,,136.3333,,5.425
2017-06-06,37.9,1008.75,,20.35,25.7,15.85,,208.5,,7.4667
2017-06-07,4.25,1015.55,,15.725,19.45,12.425,,87.25,,10.2
2017-06-08,2.55,1021.275,,16.65,23.05,9.675,,110.0,,7.575
2017-06-09,0.0,1017.225,,19.1,26.175,11.15,,253.0,,6.6
2017-06-10,0.0,1017.425,,19.75,26.075,13.5,,92.0,,5.0
2017-06-11,0.0,1019.575,,21.375,27.1,15.4,,55.3333,,6.7333
2017-06-12,0.0,1015.2,,22.475,30.075,13.725,,201.5,,5.1667
2017-06-13,0.0,1013.75,,23.825,29.625,18.0,,143.0,,4.7
2017-06-14,0.3,1015.725,,21.575,25.85,18.1,,93.5,,7.2667
2017-06-15,0.0,1016.4,,22.325,28.35,15.825,,118.0,,6.5333
2017-06-16,1.6,1015.175,,21.325,27.25,17.175,,166.5,,5.1
2017-06-17,0.15,1017.125,,20.975,26.125,17.35,,87.25,,9.05
2017-06-18,0.0,1020.875,,20.55,26.625,14.15,,79.3333,,8.375
2017-06-19,0.0,1021.825,,21.875,28.575,13.95,,249.0,,4.4
2017-06-20,0.0,1017.35,,23.525,30.825,15.125,,224.0,,5.0333
2017-06-21,0.2,1014.6667,,24.5,31.4667,19.5667,,290.0,,4.0667
2017-06-22,0.0,1014.925,,25.45,33.125,17.075,,197.0,,5.1667
2017-06-23,0.0,1013.375,,26.35,32.575,21.7,,232.6667,,7.45
2017-06-24,0.0,1014.45,,25.8,32.8,19.275,,161.0,,5.6333
2017-06-25,20.95,1012.725,,22.275,26.6,18.825,,214.0,,6.9333
2017-06-26,0.0,1013.4,,23.3,30.025,17.125,,148.25,,6.125
2017-06-27,4.1,1010.325,,22.475,27.925,17.275,,178.0,,5.9
2017-06-28,31.0,1004.5,,21.425,29.05,16.275,,219.5,,7.4667
2017-06-29,15.05,1001.9,,21.1,26.275,15.625,,226.0,,11.8
2017-06-30,15.45,1008.325,,20.725,25.975,15.15,,219.6667,,9.5
2017-07-01,9.0,1011.025,,20.55,26.125,15.6,,175.0,,7.8333
2017-07-02,0.0,1014.325,,20.025,25.3,13.525,,93.6667,,6.6667
2017-07-03,0.9,1018.5,,21.325,26.1,17.325,,85.5,,6.0667
2017-07-04,0.0,1020.15,,21.9,28.325,14.95,,205.0,,5.6667
2017-07-05,0.0,1018.25,,23.4,30.0,15.975,,224.5,,5.2667
2017-07-06,0.0,1017.425,,25.1,32.275,18.375,,186.5,,5.7
2017-07-07,0.0,1016.6,,24.2,32.125,18.35,,202.5,,5.0333
2017-07-08,0.0,1015.2,,25.075,31.75,19.3,,219.5,,5.4333
2017-07-09,0.0,1013.375,,26.35,32.9,19.9,,152.5,,5.5
2017-07-10,0.0,1010.575,,26.9,32.625,21.425,,238.5,,7.2333
2017-07-11,6.25,1012.025,,24.6,30.15,19.35,,223.6667,,5.9333
2017-07-12,0.5,1013.05,,23.5,29.575,17.775,,205.0,,6.8
2017-07-13,0.3,1014.375,,23.625,28.575,19.175,,71.75,,7.975
2017-07-14,4.2,1015.725,,18.475,22.775,14.025,,162.0,,9.15
2017-07-15,0.25,1016.175,,19.95,25.1,15.025,,65.75,,9.475
2017-07-16,0.0,1021.55,,19.375,25.225,12.875,,17.5,,8.7
2017-07-17,0.0,1021.525,,20.575,27.8,12.45,,216.0,,4.0
2017-07-18,0.0,1019.4,,22.675,29.675,15.175,,121.6667,,4.675
2017-07-19,0.0,1015.775,,23.8,31.05,16.175,,236.5,,7.2
2017-07-20,0.0,1011.75,,24.4,31.85,16.3,,232.5,,5.3667
2017-07-21,0.0,1012.85,,25.575,31.925,18.625,,116.5,,4.8667
2017-07-22,0.0,1012.5,,26.4,32.8,20.6,,206.5,,6.6667
2017-07-23,0.15,1013.2,,24.75,31.55,18.525,,314.5,,4.8333
2017-07-24,15.2,1007.575,,20.95,25.475,18.225,,207.3333,,7.2
2017-07-25,0.95,1005.35,,19.45,26.175,15.5,,300.0,,8.1667
2017-07-26,0.05,1005.75,,17.975,23.825,12.825,,230.0,,5.325
2017-07-27,0.0,1009.65,,20.4,26.55,15.15,,234.6667,,4.1333
2017-07-28,0.0,1011.875,,22.725,29.825,16.775,,242.5,,5.1
2017-07-29,0.0,1016.85,,23.9,29.775,18.15,,131.6667,,7.1
2017-07-30,0.05,1014.9,,24.025,30.4,18.65,,206.0,,5.2667
2017-07-31,0.0,1016.425,,25.55,32.7,18.4,,190.0,,3.7667
2017-08-01,0.0,1017.6,,27.025,34.125,19.575,,144.0,,4.8
2017-08-02,0.0,1016.85,,27.625,34.875,20.825,,29.5,,6.3333
2017-08-03,0.0,1015.775,,27.275,34.825,20.775,,196.5,,7.1
2017-08-04,0.0,1011.425,,28.5,36.375,21.35,,235.0,,4.9333
2017-08-05,0.0,1012.7,,28.6,34.55,22.325,,59.5,,6.7
2017-08-06,16.45,1014.175,,24.85,30.35,18.325,,57.3333,,12.5667
2017-08-07,3.95,1018.575,,21.85,26.825,16.95,,70.25,,11.575
2017-08-08,0.0,1015.375,,23.0,28.625,17.2,,159.0,,6.8
2017-08-09,0.05,1014.275,,25.25,30.575,19.3,,7.0,,4.55
2017-08-10,6.7,1013.375,,24.175,30.4,19.475,,202.0,,8.5
2017-08-11,0.05,1011.05,,22.3,27.675,18.075,,236.6667,,7.075
2017-08-12,0.05,1014.425,,18.65,22.325,15.5,,103.6667,,5.1333
2017-08-13,0.0,1018.05,,20.725,27.25,13.975,,201.3333,,6.8
2017-08-14,0.0,1020.725,,21.825,28.25,15.725,,69.0,,5.4
2017-08-15,0.0,1019.5,,24.05,30.8,18.15,,,,1.7
2017-08-16,0.3,1018.775,,23.075,30.65,16.275,,157.0,,5.4667
2017-08-17,0.0,1018.525,,24.375,31.6,18.25,,157.3333,,6.5667
2017-08-18,0.0,1016.55,,25.075,32.175,18.125,,156.0,,5.2
2017-08-19,13.0,1014.9,,21.675,27.325,17.975,,44.5,,7.7
2017-08-20,0.0,1019.025,,18.925,24.225,14.5,,98.6667,,12.1333
2017-08-21,0.0,1020.95,,18.2,24.3,12.2,,81.3333,,7.6667
2017-08-22,0.0,1020.35,,17.475,24.4,11.0,,2.0,,6.4
2017-08-23,0.0,1018.125,,19.0,26.35,11.5,,192.0,,5.1
2017-08-24,0.0,1018.125,,21.25,29.5,13.575,,266.0,,4.2333
2017-08-25,0.0,1018.725,,22.85,30.5,15.975,,343.0,,2.45
2017-08-26,0.0,1016.925,,23.8,32.075,16.575,,230.0,,2.65
2017-08-27,0.0,1014.8333,,25.075,32.575,18.65,,240.0,,5.2667
2017-08-28,7.1,1016.8,,21.5,28.55,16.575,,163.25,,7.2
2017-08-29,0.0,1018.125,,20.25,26.9,15.3,,74.0,,7.5667
2017-08-30,0.0,1016.475,,20.75,28.5,13.7,,184.0,,6.0
2017-08-31,0.0,1013.65,,22.975,30.475,15.3,,235.0,,6.0
2017-09-01,22.9,1013.2,,19.85,23.625,17.225,,200.0,,6.3
2017-09-02,17.4,1012.1,,16.25,19.85,13.3,,67.25,,10.075
2017-09-03,0.0,1011.4,,15.45,20.0,11.775,,212.6667,,11.7333
2017-09-04,0.0,1016.95,,15.35,22.875,8.6,,191.0,,4.0667
2017-09-05,0.0,1019.8,,17.825,24.625,11.725,,157.3333,,5.4667
2017-09-06,0.3,1016.65,,18.4,26.25,12.375,,215.5,,3.8667
2017-09-07,18.2,1015.675,,16.25,19.425,14.0,,111.0,,8.8333
2017-09-08,0.0,1014.85,,15.7,18.625,13.325,,110.3333,,9.0
2017-09-09,10.7,1006.7667,,16.75,22.175,11.275,,241.0,,7.2
2017-09-10,21.9,1005.8667,,17.5,20.4333,13.9667,,204.0,,6.2
2017-09-11,25.2,1003.475,,17.275,19.325,15.45,,142.0,,5.3
2017-09-12,26.2,1008.25,,14.1,17.45,11.75,,176.0,,10.9
2017-09-13,0.0,1017.45,,15.2,21.2,9.25,,291.5,,9.2
2017-09-14,55.5,1011.975,,17.75,21.55,13.25,,188.3333,,13.9
2017-09-15,44.5,1016.075,,12.275,16.575,10.6,,121.0,,9.1
2017-09-16,29.9,1012.3,,13.75,16.1,11.15,,206.5,,5.25
2017-09-17,10.6,1011.45,,14.95,19.45,12.375,,121.0,,6.6
2017-09-18,26.9,1015.8,,13.8,18.2667,11.2,,,,4.75
2017-09-19,23.5,1012.325,,10.475,12.575,9.4,,214.3333,,18.4667
2017-09-20,0.0,1015.05,,11.825,15.525,9.275,,133.5,,6.8667
2017-09-21,0.0,1018.65,,12.85,19.825,6.05,,132.5,,6.9333
2017-09-22,0.0,1020.675,,13.6,21.25,7.125,,181.0,,4.1333
2017-09-23,0.0,1020.975,,14.475,21.35,8.425,,176.5,,3.6667
2017-09-24,6.5,1020.175,,14.325,16.95,12.825,,73.0,,4.4
2017-09-25,3.3,1021.025,,14.175,16.8,12.6,,54.0,,8.6
2017-09-26,0.1,1022.85,,14.3,16.525,12.875,,93.6667,,12.5667
2017-09-27,0.0,1024.725,,15.55,18.75,12.875,,89.3333,,9.5333
2017-09-28,0.0,1027.35,,15.0,20.225,10.75,,94.6667,,9.7
