start_epoch_time,end_epoch_time,epoch,train_loss,val_loss
2025-06-23 13:23:46,2025-06-23 13:23:57,1,0.00542228389531374,0.0061711338348686695
2025-06-23 13:23:59,2025-06-23 13:24:08,2,0.002994823968037963,0.004672983195632696
2025-06-23 13:24:11,2025-06-23 13:24:20,3,0.0025998898781836033,0.004996150266379118
2025-06-23 13:24:22,2025-06-23 13:24:31,4,0.0022718540858477354,0.003611174412071705
2025-06-23 13:24:33,2025-06-23 13:24:43,5,0.0021104002371430397,0.0036106801126152277
2025-06-23 13:24:45,2025-06-23 13:24:54,6,0.0019036898156628013,0.003894375404343009
2025-06-23 13:24:57,2025-06-23 13:25:06,7,0.0017676395364105701,0.0037708308082073927
2025-06-23 13:25:08,2025-06-23 13:25:17,8,0.0016152842435985804,0.004056468605995178
2025-06-23 13:25:20,2025-06-23 13:25:29,9,0.001404006965458393,0.003763384884223342
2025-06-23 13:25:32,2025-06-23 13:25:41,10,0.0012192523572593927,0.004435978829860687
2025-06-23 13:25:43,2025-06-23 13:25:53,11,0.001080237329006195,0.004066824447363615
2025-06-23 13:25:56,2025-06-23 13:26:05,12,0.0009311664616689086,0.004322078078985214
2025-06-23 13:26:08,2025-06-23 13:26:17,13,0.0007885022787377238,0.004428068175911903
2025-06-23 13:26:19,2025-06-23 13:26:29,14,0.0007290077628567815,0.004486095625907183
2025-06-23 13:26:31,2025-06-23 13:26:40,15,0.0005884144338779151,0.004350441042333841
2025-06-23 13:26:42,2025-06-23 13:26:51,16,0.0005026536528021097,0.004566126968711615
2025-06-23 13:26:54,2025-06-23 13:27:03,17,0.0004495273460634053,0.0044616954401135445
2025-06-23 13:27:05,2025-06-23 13:27:14,18,0.00043175782775506377,0.004695794079452753
2025-06-23 13:27:17,2025-06-23 13:27:26,19,0.0003559794567991048,0.0046105035580694675
2025-06-23 13:27:28,2025-06-23 13:27:38,20,0.0003072530962526798,0.004403531085699797
