model,start_epoch_time,end_epoch_time,epoch,train_loss,val_loss
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.001.pt,2025-06-23 15:52:30,2025-06-23 15:52:31,19,0.002551598617764053,0.006734039803545568
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.001.pt,2025-06-23 15:52:32,2025-06-23 15:52:32,20,0.0025540622288472183,0.007033724720323724
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:33,2025-06-23 15:52:33,1,0.011384729310364453,0.040693553419606315
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:34,2025-06-23 15:52:34,2,0.013992935781889532,0.04314812722926339
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:35,2025-06-23 15:52:35,3,0.015316238511256927,0.0379005795832546
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:36,2025-06-23 15:52:36,4,0.01367839734375854,0.03210992558992335
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:37,2025-06-23 15:52:37,5,0.007991260466782132,0.01688869388419248
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:38,2025-06-23 15:52:39,6,0.004298446070071974,0.010966453307663045
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:40,2025-06-23 15:52:40,7,0.0033524862349665085,0.008297594790790407
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:41,2025-06-23 15:52:41,8,0.0029969098132273087,0.007210402314307257
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:42,2025-06-23 15:52:42,9,0.0028817381020658315,0.006899546964892319
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:43,2025-06-23 15:52:43,10,0.0027930781370513707,0.006788093186471434
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:44,2025-06-23 15:52:44,11,0.002731823743498128,0.006663418000763548
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:45,2025-06-23 15:52:45,12,0.0027426008253373328,0.0067618429782756026
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:47,2025-06-23 15:52:47,13,0.002709003169615094,0.0066510048373380586
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:48,2025-06-23 15:52:48,14,0.002666805603367854,0.006464901715627916
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:49,2025-06-23 15:52:49,15,0.0026409037502331902,0.006364635222347542
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:50,2025-06-23 15:52:50,16,0.0026402870775669844,0.006532713490915263
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:51,2025-06-23 15:52:51,17,0.002592972835839232,0.006326884108905991
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:52,2025-06-23 15:52:52,18,0.002600806683605899,0.006424691220412829
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:53,2025-06-23 15:52:53,19,0.002565141388079098,0.006375000421290419
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.2_lr0.0005.pt,2025-06-23 15:52:55,2025-06-23 15:52:55,20,0.0025729179065155055,0.006293218621673684
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:52:56,2025-06-23 15:52:56,1,0.010491385061617634,0.03771448649820827
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:52:57,2025-06-23 15:52:57,2,0.011932647333995315,0.035392745109718474
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:52:58,2025-06-23 15:52:58,3,0.011976454820897844,0.0360085090755352
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:52:59,2025-06-23 15:52:59,4,0.01198249812718601,0.02915911232343032
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:00,2025-06-23 15:53:01,5,0.006904964228809518,0.014264033686014869
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:02,2025-06-23 15:53:02,6,0.0034272441441046348,0.0075268364716542975
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:03,2025-06-23 15:53:03,7,0.00292842452842859,0.006855425219761119
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:04,2025-06-23 15:53:04,8,0.0028117090208275666,0.006782951770305988
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:05,2025-06-23 15:53:05,9,0.002782677791597101,0.0068153013320018845
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:06,2025-06-23 15:53:06,10,0.002758949481238324,0.006973085963788132
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:07,2025-06-23 15:53:07,11,0.0027433372632649188,0.0067916392858716704
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:08,2025-06-23 15:53:08,12,0.002686390612804536,0.006806808471169677
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:10,2025-06-23 15:53:10,13,0.0026626005759074665,0.0066500736561249055
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:11,2025-06-23 15:53:11,14,0.0026147779894128563,0.0070579397447762034
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:12,2025-06-23 15:53:12,15,0.0026114278555473005,0.007026561097951517
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:13,2025-06-23 15:53:13,16,0.0026075658854201444,0.006905235436057583
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:14,2025-06-23 15:53:14,17,0.0025716249636056464,0.007064447449963717
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:15,2025-06-23 15:53:15,18,0.002615242879474736,0.0070138986311143355
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:16,2025-06-23 15:53:16,19,0.002576073773877485,0.006975667778446916
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.001.pt,2025-06-23 15:53:18,2025-06-23 15:53:18,20,0.0025846702940670245,0.006924723724036345
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:19,2025-06-23 15:53:19,1,0.011079657222932925,0.03849821498927971
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:20,2025-06-23 15:53:20,2,0.012599138428576417,0.0369960460146623
