trial,model,epoch,epoch_start_time,epoch_end_time,train_loss,val_loss
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,3,2025-07-23 12:07:38,2025-07-23 12:13:20,0.025343059694249156,0.05849872273392975
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,4,2025-07-23 12:13:43,2025-07-23 12:19:24,0.024970116021098398,0.062268457763517894
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,5,2025-07-23 12:19:48,2025-07-23 12:25:29,0.024774010352631833,0.05825395788997412
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,6,2025-07-23 12:25:52,2025-07-23 12:31:33,0.02498987600445113,0.0773632104198138
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,7,2025-07-23 12:31:57,2025-07-23 12:37:38,0.024154559979941828,0.09396355552598834
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,8,2025-07-23 12:38:01,2025-07-23 12:43:43,0.025470608006502297,0.11328736622817814
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,9,2025-07-23 12:44:06,2025-07-23 12:49:47,0.029221704843989078,0.13701388581345478
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,10,2025-07-23 12:50:10,2025-07-23 12:55:57,0.032518082133210294,0.1093794594053179
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,11,2025-07-23 12:56:21,2025-07-23 13:02:19,0.031205069419022992,0.11358994416271646
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,12,2025-07-23 13:02:43,2025-07-23 13:08:25,0.0293385816130338,0.11158412151659529
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,13,2025-07-23 13:08:49,2025-07-23 13:14:39,0.0339682146127448,0.11605848930776119
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,14,2025-07-23 13:15:03,2025-07-23 13:21:04,0.029019017307523716,0.14179676577138403
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,15,2025-07-23 13:21:28,2025-07-23 13:27:24,0.038022420963549866,0.08371319031963746
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,16,2025-07-23 13:27:48,2025-07-23 13:33:42,0.03863107665369274,0.09084187494590878
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,17,2025-07-23 13:34:06,2025-07-23 13:40:14,0.039962985698160126,0.08580967613185446
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,18,2025-07-23 13:40:38,2025-07-23 13:46:45,0.042054120589919544,0.09628734861811002
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,19,2025-07-23 13:47:11,2025-07-23 13:53:29,0.0384472337128687,0.0766741936871161
3,model_learning_rate0.0001_clip_value0.1_batch_size128_dropout0.1_d_model128_num_layers1_num_heads4_kernel_size6,20,2025-07-23 13:53:53,2025-07-23 13:59:35,0.038161361497556064,0.08027841670749088
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,1,2025-07-23 14:00:10,2025-07-23 14:08:51,0.037344758748902494,0.04626667119252185
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,2,2025-07-23 14:14:32,2025-07-23 14:23:25,0.023355693239322368,0.05354350650062164
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,3,2025-07-23 14:29:01,2025-07-23 14:37:26,0.02177652799530972,0.06407016950349013
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,4,2025-07-23 14:43:08,2025-07-23 14:51:37,0.022343944877069047,0.05412498341562847
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,5,2025-07-23 14:57:13,2025-07-23 15:06:21,0.02154247421137196,0.061468240416919194
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,6,2025-07-23 15:12:23,2025-07-23 15:20:56,0.02275565912590382,0.06260805949568748
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,7,2025-07-23 15:26:32,2025-07-23 15:35:24,0.02489055810390529,0.061688725370913744
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,8,2025-07-23 15:41:21,2025-07-23 15:50:21,0.0252125102841685,0.05681249398427705
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,9,2025-07-23 15:55:54,2025-07-23 16:04:51,0.025207231148205538,0.061719926074147224
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,10,2025-07-23 16:10:31,2025-07-23 16:18:51,0.0246326793150329,0.05674432419861356
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,11,2025-07-23 16:24:17,2025-07-23 16:32:37,0.02548469102393228,0.05670960806310177
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,12,2025-07-23 16:38:02,2025-07-23 16:46:22,0.025319949822857023,0.0598300010121117
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,13,2025-07-23 16:51:47,2025-07-23 17:00:07,0.02614252482943818,0.05961846971573929
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,14,2025-07-23 17:05:32,2025-07-23 17:13:52,0.026808035583070194,0.055748087664445244
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,15,2025-07-23 17:19:17,2025-07-23 17:27:37,0.026098680471116346,0.0615427668672055
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,16,2025-07-23 17:33:02,2025-07-23 17:41:22,0.025501308397964596,0.058400619542226195
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,17,2025-07-23 17:46:47,2025-07-23 17:55:07,0.026037597067733394,0.06226798542775214
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,18,2025-07-23 18:00:32,2025-07-23 18:08:52,0.02529090776352595,0.05778466622966031
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,19,2025-07-23 18:14:17,2025-07-23 18:22:36,0.026686556046128483,0.055655876795450844
4,model_learning_rate0.01_clip_value0.1_batch_size128_dropout0.3_d_model32_num_layers1_num_heads8_kernel_size2,20,2025-07-23 18:28:01,2025-07-23 18:36:21,0.026626538194663135,0.0584527237030367
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,1,2025-07-23 18:42:00,2025-07-23 18:47:38,0.037535140363512735,0.05591174905809263
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,2,2025-07-23 18:47:51,2025-07-23 18:53:29,0.025713451979483697,0.058431224742283426
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,3,2025-07-23 18:53:42,2025-07-23 18:59:20,0.02334005256837353,0.049264914356172085
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,4,2025-07-23 18:59:33,2025-07-23 19:05:11,0.022610891161235512,0.052904968693231545
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,5,2025-07-23 19:05:24,2025-07-23 19:11:02,0.023292784988615953,0.05686445153939227
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,6,2025-07-23 19:11:15,2025-07-23 19:16:54,0.02218823709544983,0.053735812194645405
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,7,2025-07-23 19:17:07,2025-07-23 19:22:45,0.02372584134961168,0.0550548390019685
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,8,2025-07-23 19:22:58,2025-07-23 19:28:36,0.02319112883431586,0.059869020556410156
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,9,2025-07-23 19:28:49,2025-07-23 19:34:27,0.022917868146765316,0.06005085678771138
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,10,2025-07-23 19:34:40,2025-07-23 19:40:18,0.0237528358929599,0.06369339030546446
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,11,2025-07-23 19:40:31,2025-07-23 19:46:09,0.022941524955503483,0.06382451307338972
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,12,2025-07-23 19:46:22,2025-07-23 19:52:00,0.02342803537819191,0.06392611586488783
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,13,2025-07-23 19:52:13,2025-07-23 19:57:51,0.02401286357326816,0.062465471758817635
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,14,2025-07-23 19:58:04,2025-07-23 20:03:42,0.023933104728183423,0.06302312544236581
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,15,2025-07-23 20:03:56,2025-07-23 20:09:33,0.024028484673232684,0.0679780551387618
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,16,2025-07-23 20:09:47,2025-07-23 20:15:25,0.02463861631810771,0.06805218049945931
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,17,2025-07-23 20:15:38,2025-07-23 20:21:16,0.02482084022729215,0.0677731956820935
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,18,2025-07-23 20:21:29,2025-07-23 20:27:07,0.025469680874879268,0.06660889640140037
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,19,2025-07-23 20:27:20,2025-07-23 20:32:59,0.024810028113821086,0.06280519114807248
5,model_learning_rate0.001_clip_value1_batch_size128_dropout0.3_d_model128_num_layers1_num_heads1_kernel_size2,20,2025-07-23 20:33:12,2025-07-23 20:38:50,0.025960791179025215,0.06334185437299311
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,1,2025-07-23 20:39:16,2025-07-23 20:41:08,0.03138086225612095,0.05624305575768998
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,2,2025-07-23 20:42:08,2025-07-23 20:44:00,0.026166878809681778,0.05915474233792183
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,3,2025-07-23 20:45:00,2025-07-23 20:46:52,0.025562093159004887,0.06335542529345826
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,4,2025-07-23 20:47:52,2025-07-23 20:49:44,0.02574703700217382,0.05722903698048693
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,5,2025-07-23 20:50:44,2025-07-23 20:52:36,0.025969900803978544,0.060576451783801645
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,6,2025-07-23 20:53:36,2025-07-23 20:55:28,0.02611141970540228,0.06339086893391102
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,7,2025-07-23 20:56:27,2025-07-23 20:58:20,0.026428459397785604,0.07035204784033146
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,8,2025-07-23 20:59:20,2025-07-23 21:01:12,0.026992362585860002,0.06620896377779067
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,9,2025-07-23 21:02:11,2025-07-23 21:04:03,0.02725484240733856,0.062239464293134976
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,10,2025-07-23 21:05:03,2025-07-23 21:06:55,0.027656030340710146,0.05784180518636044
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,11,2025-07-23 21:07:55,2025-07-23 21:09:47,0.027593749383086622,0.05462657295643015
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,12,2025-07-23 21:10:47,2025-07-23 21:12:39,0.02757261934759778,0.05347034723517743
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,13,2025-07-23 21:13:39,2025-07-23 21:15:32,0.02738873549534863,0.05233879454750964
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,14,2025-07-23 21:16:31,2025-07-23 21:18:24,0.02723109540181546,0.050731652158688995
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,15,2025-07-23 21:19:24,2025-07-23 21:21:16,0.026986927788346687,0.05015702513938255
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,16,2025-07-23 21:22:16,2025-07-23 21:24:08,0.026768265051760602,0.050083688519736554
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,17,2025-07-23 21:25:08,2025-07-23 21:27:00,0.02662207469596027,0.05097154975730054
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,18,2025-07-23 21:28:00,2025-07-23 21:29:52,0.026578716567495435,0.05183117915975287
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,19,2025-07-23 21:30:52,2025-07-23 21:32:44,0.025746388286285872,0.05314255042120497
6,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model32_num_layers4_num_heads4_kernel_size4,20,2025-07-23 21:33:44,2025-07-23 21:35:36,0.024456034802245074,0.04869371232517222
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,1,2025-07-23 21:36:48,2025-07-23 21:43:57,0.04143027368323129,0.05258862428525661
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,2,2025-07-23 21:48:02,2025-07-23 21:55:11,0.025088649292831108,0.05463417982088124
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,3,2025-07-23 21:59:16,2025-07-23 22:06:25,0.023302465514859906,0.05633014182936638
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,4,2025-07-23 22:10:30,2025-07-23 22:17:39,0.022462447919614374,0.059025706327024925
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,5,2025-07-23 22:21:45,2025-07-23 22:28:54,0.021710477152912216,0.06381734090044777
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,6,2025-07-23 22:32:59,2025-07-23 22:40:08,0.021633285174007092,0.06234169339245938
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,7,2025-07-23 22:44:12,2025-07-23 22:51:21,0.021229772613088855,0.06563850728041948
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,8,2025-07-23 22:55:26,2025-07-23 23:02:34,0.021162159848640078,0.0643001068581609
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,9,2025-07-23 23:06:39,2025-07-23 23:13:48,0.021261524646029248,0.06835415868207495
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,10,2025-07-23 23:17:53,2025-07-23 23:25:02,0.02142438689061172,0.07261499669402838
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,11,2025-07-23 23:29:07,2025-07-23 23:36:16,0.021725475942232113,0.07245008207540563
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,12,2025-07-23 23:40:20,2025-07-23 23:47:29,0.021954247908620328,0.0718957203380922
7,model_learning_rate0.0001_clip_value10_batch_size64_dropout0.1_d_model64_num_layers2_num_heads8_kernel_size4,13,2025-07-23 23:51:34,2025-07-23 23:58:42,0.022499860479791394,0.0662936824274824
